"","UniID","mom","ID","temp","active","instar","time","duration","Mo","fw","time.per","mgain","Jdate","rgrlog","gr"
"2018","64 150","64",150,17,"y",5,24,-6.2,32.04,60.42,"current",28.38,257,0.0114786755635442,1.1825
"2019","79 151","79",151,17,"y",5,6.05,6.05,47.15,58.62,"current",11.47,256,0.0156304325667883,1.89586776859504
"2020","79 151","79",151,17,"y",5,24,-6.2,47.15,86.77,"current",39.62,257,0.0110369958491025,1.65083333333333
"2021","79 152","79",152,17,"y",5,6.05,6.05,38.88,49.5,"current",10.62,256,0.0173353624263358,1.75537190082645
"2022","79 152","79",152,17,"y",5,24,-6.2,38.88,77.8,"current",38.92,257,0.0125522225306438,1.62166666666667
"2023","79 153","79",153,17,"y",5,6.05,6.05,46.8,55.56,"current",8.76,256,0.0123167576845379,1.44793388429752
"2024","79 153","79",153,17,"y",5,24,-6.2,46.8,84.91,"current",38.11,257,0.0107797078252794,1.58791666666667
"2025","79 154","79",154,17,"y",5,6.05,6.05,45.22,51.23,"current",6.01,256,0.00895765254000003,0.993388429752066
"2026","79 154","79",154,17,"y",5,24,-6.2,45.22,79.69,"current",34.47,257,0.0102530528673296,1.43625
"2027","81 155","81",155,17,"y",5,6.05,6.05,34.59,42.03,"current",7.44,256,0.0139849302464588,1.2297520661157
"2028","81 155","81",155,17,"y",5,24,-6.2,34.59,68.76,"current",34.17,257,0.0124327210833606,1.42375
"2029","81 156","81",156,17,"y",5,6.05,6.05,51.37,70.84,"current",19.47,256,0.0230692540154876,3.21818181818182
"2030","81 156","81",156,17,"y",5,24,-6.2,51.37,101.34,"current",49.97,257,0.0122946389262631,2.08208333333333
"2031","82 157","82",157,17,"y",5,6.05,6.05,49.32,55.47,"current",6.15,256,0.00843555338101512,1.01652892561983
"2032","82 157","82",157,17,"y",5,24,-6.2,49.32,82.38,"current",33.06,257,0.0092832799873627,1.3775
"2033","83 158","83",158,17,"y",5,6.05,6.05,49.81,63.42,"current",13.61,256,0.017340445613006,2.2495867768595
"2034","83 158","83",158,17,"y",5,24,-6.2,49.81,98.38,"current",48.57,257,0.0123162615204554,2.02375
"2035","83 159","83",159,17,"y",5,6.05,6.05,43.49,54.43,"current",10.94,256,0.016107260603593,1.80826446280992
"2036","83 159","83",159,17,"y",5,24,-6.2,43.49,85.3,"current",41.81,257,0.0121899843125911,1.74208333333333
"2037","83 160","83",160,17,"y",5,6.05,6.05,47.65,51.41,"current",3.76,256,0.00545201634589896,0.621487603305785
"2038","83 160","83",160,17,"y",5,24,-6.2,47.65,83.27,"current",35.62,257,0.010101069153498,1.48416666666667
"2039","64 185","64",185,23,"y",5,6.08333333333333,6.08333333333333,34.21,44.65,"current",10.44,256,0.0190139817599182,1.71616438356164
"2040","64 185","64",185,23,"y",5,24,-6.26666666666667,34.21,96.47,"current",62.26,257,0.0187599668474668,2.59416666666667
"2041","66 186","66",186,23,"y",5,6.08333333333333,6.08333333333333,47.05,59.74,"current",12.69,256,0.0170474943295617,2.08602739726027
"2042","66 186","66",186,23,"y",5,24,-6.26666666666667,47.05,142.94,"current",95.89,257,0.0201080895834114,3.99541666666667
"2043","66 187","66",187,23,"y",5,6.08333333333333,6.08333333333333,47.04,77.39,"current",30.35,256,0.0355426082616356,4.98904109589041
"2044","66 187","66",187,23,"y",5,24,-6.26666666666667,47.04,141.51,"current",94.47,257,0.0199299924123868,3.93625
"2045","66 188","66",188,23,"y",5,6.08333333333333,6.08333333333333,56.32,77.28,"current",20.96,256,0.0225870357161722,3.44547945205479
"2046","66 188","66",188,23,"y",5,24,-6.26666666666667,56.32,172.57,"current",116.25,257,0.0202626105403718,4.84375
"2047","66 189","66",189,23,"y",5,6.08333333333333,6.08333333333333,49.71,60,"current",10.29,256,0.0134313677662429,1.69150684931507
"2048","66 189","66",189,23,"y",5,24,-6.26666666666667,49.71,130.68,"current",80.97,257,0.01749022344435,3.37375
"2049","66 190","66",190,23,"y",5,6.08333333333333,6.08333333333333,40.87,59.64,"current",18.77,256,0.0269807666415392,3.0854794520548
"2050","66 190","66",190,23,"y",5,24,-6.26666666666667,40.87,123.37,"current",82.5,257,0.0199918719592723,3.4375
"2051","67 191","67",191,23,"y",5,6.08333333333333,6.08333333333333,28.83,32.84,"current",4.01,256,0.00929728866726499,0.659178082191782
"2052","67 191","67",191,23,"y",5,24,-6.26666666666667,28.83,76.93,"current",48.1,257,0.0177604620853975,2.00416666666667
"2053","69 192","69",192,23,"y",5,6.08333333333333,6.08333333333333,70.33,96.44,"current",26.11,256,0.0225397124863578,4.29205479452055
"2054","69 192","69",192,23,"y",5,24,-6.26666666666667,70.33,173.68,"current",103.35,257,0.0163587163763732,4.30625
"2055","69 193","69",193,23,"y",5,6.08333333333333,6.08333333333333,59.23,77.72,"current",18.49,256,0.0193957905676934,3.03945205479452
"2056","69 193","69",193,23,"y",5,24,-6.26666666666667,59.23,183.72,"current",124.49,257,0.0204839460043726,5.18708333333333
"2057","69 194","69",194,23,"y",5,6.08333333333333,6.08333333333333,41.04,59.12,"current",18.08,256,0.0260592449232344,2.97205479452055
"2058","69 194","69",194,23,"y",5,24,-6.26666666666667,41.04,122.12,"current",81.08,257,0.0197324768134527,3.37833333333333
"2059","69 195","69",195,23,"y",5,6.08333333333333,6.08333333333333,53.18,69.95,"current",16.77,256,0.0195681182190079,2.75671232876712
"2060","69 195","69",195,23,"y",5,24,-6.26666666666667,53.18,144.47,"current",91.29,257,0.0180845558246542,3.80375
"2061","72 196","72",196,23,"y",5,6.08333333333333,6.08333333333333,41.41,66.82,"current",25.41,256,0.0341591080766687,4.17698630136986
"2062","72 196","72",196,23,"y",5,24,-6.26666666666667,41.41,120.78,"current",79.37,257,0.0193704081154133,3.30708333333333
"2063","63 206","63",206,29,"y",5,6.16666666666667,6.16666666666667,35.74,53.28,"current",17.54,256,0.0281204867015058,2.84432432432432
"2064","63 206","63",206,29,"y",5,24,-6.31666666666667,35.74,136.78,"current",101.04,257,0.0242861688011411,4.21
"2065","66 207","66",207,29,"y",5,6.16666666666667,6.16666666666667,41.58,63.08,"current",21.5,256,0.0293525188640132,3.48648648648649
"2066","66 207","66",207,29,"y",5,24,-6.31666666666667,41.58,139.04,"current",97.46,257,0.0218439697545475,4.06083333333333
"2067","66 208","66",208,29,"y",5,6.16666666666667,6.16666666666667,32.88,64.02,"current",31.14,256,0.0469271125848812,5.04972972972973
"2068","66 208","66",208,29,"y",5,24,-6.31666666666667,32.88,146.79,"current",113.91,257,0.0270735275671495,4.74625
"2069","66 209","66",209,29,"y",5,6.16666666666667,6.16666666666667,37.78,53.03,"current",15.25,256,0.0238799470593645,2.47297297297297
"2070","66 209","66",209,29,"y",5,24,-6.31666666666667,37.78,128.2,"current",90.42,257,0.0221094196498743,3.7675
"2071","72 210","72",210,29,"y",5,6.16666666666667,6.16666666666667,62.08,95.46,"current",33.38,256,0.0303031981265016,5.41297297297297
"2072","72 210","72",210,29,"y",5,24,-6.31666666666667,62.08,173.51,"current",111.43,257,0.018598866730736,4.64291666666667
"2073","72 211","72",211,29,"y",5,6.16666666666667,6.16666666666667,49.82,72.99,"current",23.17,256,0.0268961579108097,3.7572972972973
"2074","72 211","72",211,29,"y",5,24,-6.31666666666667,49.82,180.47,"current",130.65,257,0.0232917206305699,5.44375
"2075","72 212","72",212,29,"y",5,6.16666666666667,6.16666666666667,39.52,59.67,"current",20.15,256,0.0290171516640823,3.26756756756757
"2076","72 212","72",212,29,"y",5,24,-6.31666666666667,39.52,158.69,"current",119.17,257,0.0251555260093827,4.96541666666667
"2077","72 213","72",213,29,"y",5,6.16666666666667,6.16666666666667,37.58,56.83,"current",19.25,256,0.0291277103157119,3.12162162162162
"2078","72 213","72",213,29,"y",5,24,-6.31666666666667,37.58,162.67,"current",125.09,257,0.0265146121210186,5.21208333333333
"2079","72 214","72",214,29,"y",5,6.16666666666667,6.16666666666667,59.47,87,"current",27.53,256,0.0267926455328661,4.46432432432432
"2080","72 214","72",214,29,"y",5,24,-6.31666666666667,59.47,187.18,"current",127.71,257,0.0207483960183727,5.32125
"2081","73 215","73",215,29,"y",5,6.16666666666667,6.16666666666667,55.99,83.36,"current",27.37,256,0.0280292819125079,4.43837837837838
"2082","73 215","73",215,29,"y",5,24,-6.31666666666667,55.99,210.17,"current",154.18,257,0.0239358440306788,6.42416666666667
"2083","73 216","73",216,29,"y",5,6.16666666666667,6.16666666666667,57.78,82.26,"current",24.48,256,0.0248774866483749,3.96972972972973
"2084","73 216","73",216,29,"y",5,24,-6.31666666666667,57.78,199.04,"current",141.26,257,0.0223817843959394,5.88583333333333
"2085","73 217","73",217,29,"y",5,6.16666666666667,6.16666666666667,48.71,76.11,"current",27.4,256,0.0314308528166957,4.44324324324324
"2086","73 217","73",217,29,"y",5,24,-6.31666666666667,48.71,181.26,"current",132.55,257,0.0237784935868814,5.52291666666667
"2087","67 122","67",122,11,"y",5,6.11666666666667,6.11666666666667,66.32,74.06,"current",7.74000000000001,256,0.0078374697827586,1.26539509536785
"2088","67 122","67",122,11,"y",5,24,-6.28333333333333,66.32,89.83,"current",23.51,257,0.00549070342245075,0.979583333333334
"2089","67 123","67",123,11,"y",5,6.11666666666667,6.11666666666667,60.55,63.74,"current",3.19,256,0.003645435148552,0.521525885558584
"2090","67 123","67",123,11,"y",5,24,-6.28333333333333,60.55,80.75,"current",20.2,257,0.00520951598016956,0.841666666666667
"2091","67 124","67",124,11,"y",5,6.11666666666667,6.11666666666667,40.39,43.49,"current",3.1,256,0.00525049937253642,0.506811989100818
"2092","67 124","67",124,11,"y",5,24,-6.28333333333333,40.39,54.35,"current",13.96,257,0.00537190396884688,0.581666666666667
"2093","67 125","67",125,11,"y",5,24,-6.28333333333333,49.4,64.29,"current",14.89,257,0.00476735320157685,0.620416666666667
"2094","67 126","67",126,11,"y",5,6.11666666666667,6.11666666666667,63.58,74.99,"current",11.41,256,0.0117192637636981,1.86539509536785
"2095","67 126","67",126,11,"y",5,24,-6.28333333333333,63.58,86.7,"current",23.12,257,0.00561244057906068,0.963333333333333
"2096","69 127","69",127,11,"y",5,6.11666666666667,6.11666666666667,41.33,45.55,"current",4.22,256,0.00690293886005047,0.68991825613079
"2097","69 127","69",127,11,"y",5,24,-6.28333333333333,41.33,62.69,"current",21.36,257,0.00753886935655211,0.89
"2098","72 128","72",128,11,"y",5,6.11666666666667,6.11666666666667,46.67,49.91,"current",3.24,256,0.00476562980615257,0.529700272479563
"2099","72 128","72",128,11,"y",5,24,-6.28333333333333,46.67,57.89,"current",11.22,257,0.00389857286173532,0.4675
"2100","72 129","72",129,11,"y",5,6.11666666666667,6.11666666666667,53.01,55.93,"current",2.92,256,0.00380714143354032,0.477384196185286
"2101","72 129","72",129,11,"y",5,24,-6.28333333333333,53.01,76.91,"current",23.9,257,0.00673437529702277,0.995833333333333
"2102","72 130","72",130,11,"y",5,6.11666666666667,6.11666666666667,52.16,55.57,"current",3.41,256,0.00449637287109244,0.5574931880109
"2103","72 130","72",130,11,"y",5,24,-6.28333333333333,52.16,69.89,"current",17.73,257,0.00529489407291503,0.73875
"2104","72 131","72",131,11,"y",5,6.11666666666667,6.11666666666667,38.49,41.44,"current",2.95,256,0.00524335187617202,0.482288828337874
"2105","72 131","72",131,11,"y",5,24,-6.28333333333333,38.49,54.25,"current",15.76,257,0.00621049297608234,0.656666666666667
"2106","78 132","78",132,11,"y",5,6.11666666666667,6.11666666666667,53.33,60.41,"current",7.08,256,0.00885077690134982,1.1574931880109
"2107","78 132","78",132,11,"y",5,24,-6.28333333333333,53.33,72.86,"current",19.53,257,0.00564656596762585,0.81375
"2108","78 133","78",133,11,"y",5,6.11666666666667,6.11666666666667,51.29,56.76,"current",5.47,256,0.00719504431384462,0.894277929155313
"2109","78 133","78",133,11,"y",5,24,-6.28333333333333,51.29,65.56,"current",14.27,257,0.00444192690969616,0.594583333333333
"2110","67 161","67",161,17,"y",5,6.11666666666667,6.11666666666667,40.3,46.81,"current",6.51,256,0.010632195365613,1.06430517711172
"2111","67 161","67",161,17,"y",5,24,-6.26666666666667,40.3,75.39,"current",35.09,257,0.0113336957154637,1.46208333333333
"2112","67 162","67",162,17,"y",5,6.11666666666667,6.11666666666667,34.84,41.32,"current",6.48,256,0.0121115258602655,1.05940054495913
"2113","67 162","67",162,17,"y",5,24,-6.26666666666667,34.84,68.01,"current",33.17,257,0.0121039428546064,1.38208333333333
"2114","69 163","69",163,17,"y",5,6.11666666666667,6.11666666666667,43.93,49.4,"current",5.47,256,0.00833227449454927,0.894277929155313
"2115","69 163","69",163,17,"y",5,24,-6.26666666666667,43.93,83.45,"current",39.52,257,0.0116110474062477,1.64666666666667
"2116","69 164","69",164,17,"y",5,6.11666666666667,6.11666666666667,54.8,67.73,"current",12.93,256,0.0150409564777099,2.11389645776567
"2117","69 164","69",164,17,"y",5,24,-6.26666666666667,54.8,105.93,"current",51.13,257,0.0119266005749329,2.13041666666667
"2118","69 165","69",165,17,"y",5,6.11666666666667,6.11666666666667,36.9,44,"current",7.1,256,0.0124947646311379,1.16076294277929
"2119","69 165","69",165,17,"y",5,24,-6.26666666666667,36.9,65.24,"current",28.34,257,0.0103119827587157,1.18083333333333
"2120","69 166","69",166,17,"y",5,6.11666666666667,6.11666666666667,66.53,76.29,"current",9.76,256,0.00971936099988917,1.59564032697548
"2121","69 166","69",166,17,"y",5,24,-6.26666666666667,66.53,112.48,"current",45.95,257,0.00950240767623748,1.91458333333333
"2122","69 167","69",167,17,"y",5,6.11666666666667,6.11666666666667,64.87,76.78,"current",11.91,256,0.0119679907113612,1.94713896457766
"2123","69 167","69",167,17,"y",5,24,-6.26666666666667,64.87,117.01,"current",52.14,257,0.0106741283923426,2.1725
"2124","72 168","72",168,17,"y",5,6.11666666666667,6.11666666666667,49.88,62.67,"current",12.79,256,0.0162070708272697,2.09100817438692
"2125","72 168","72",168,17,"y",5,24,-6.26666666666667,49.88,99.19,"current",49.31,257,0.0124392268939672,2.05458333333333
"2126","72 169","72",169,17,"y",5,6.11666666666667,6.11666666666667,45.44,54.54,"current",9.1,256,0.0129607865235938,1.48773841961853
"2127","72 169","72",169,17,"y",5,24,-6.26666666666667,45.44,90.1,"current",44.66,257,0.0123869361781709,1.86083333333333
"2128","72 170","72",170,17,"y",5,6.11666666666667,6.11666666666667,50.31,61.97,"current",11.66,256,0.0148000837314328,1.90626702997275
"2129","72 170","72",170,17,"y",5,24,-6.26666666666667,50.31,90.33,"current",40.02,257,0.0105907372044447,1.6675
"2130","72 171","72",171,17,"y",5,6.11666666666667,6.11666666666667,38.25,48.16,"current",9.91,256,0.0163577720043812,1.62016348773842
"2131","72 171","72",171,17,"y",5,24,-6.26666666666667,38.25,90.07,"current",51.82,257,0.0154978634689217,2.15916666666667
"2132","78 172","78",172,17,"y",5,6.11666666666667,6.11666666666667,56.36,69,"current",12.64,256,0.0143669928555754,2.06648501362398
"2133","78 172","78",172,17,"y",5,24,-6.26666666666667,56.36,125.76,"current",69.4,257,0.0145238143440839,2.89166666666667
"2134","72 197","72",197,23,"y",5,6.11666666666667,6.11666666666667,45.13,56.44,"current",11.31,256,0.0158782024352312,1.84904632152588
"2135","72 197","72",197,23,"y",5,24,-6.28333333333333,45.13,140.1,"current",94.97,257,0.0204988667402345,3.95708333333333
"2136","72 198","72",198,23,"y",5,6.11666666666667,6.11666666666667,43.6,67.99,"current",24.39,256,0.0315463572597588,3.9874659400545
"2137","72 198","72",198,23,"y",5,24,-6.28333333333333,43.6,146.07,"current",102.47,257,0.0218781058332071,4.26958333333333
"2138","72 199","72",199,23,"y",5,6.11666666666667,6.11666666666667,55.3,76.23,"current",20.93,256,0.022790319640109,3.42179836512262
"2139","72 199","72",199,23,"y",5,24,-6.28333333333333,55.3,177.13,"current",121.83,257,0.021065291305234,5.07625
"2140","72 200","72",200,23,"y",5,6.11666666666667,6.11666666666667,44.6,59.31,"current",14.71,256,0.0202386482813939,2.40490463215259
"2141","72 200","72",200,23,"y",5,24,-6.28333333333333,44.6,135.69,"current",91.09,257,0.02013387432306,3.79541666666667
"2142","81 201","81",201,23,"y",5,6.11666666666667,6.11666666666667,43.96,59.7,"current",15.74,256,0.0217302420781334,2.5732970027248
"2143","81 201","81",201,23,"y",5,24,-6.28333333333333,43.96,128.94,"current",84.98,257,0.0194720825884847,3.54083333333333
"2144","83 202","83",202,23,"y",5,6.11666666666667,6.11666666666667,44.16,55.65,"current",11.49,256,0.0164200714903953,1.87847411444142
"2145","83 202","83",202,23,"y",5,24,-6.28333333333333,44.16,120.75,"current",76.59,257,0.018202419779267,3.19125
"2146","83 203","83",203,23,"y",5,6.11666666666667,6.11666666666667,49.83,64.88,"current",15.05,256,0.0187389570624593,2.46049046321526
"2147","83 203","83",203,23,"y",5,24,-6.28333333333333,49.83,152.06,"current",102.23,257,0.0201885041241532,4.25958333333333
"2148","83 204","83",204,23,"y",5,6.11666666666667,6.11666666666667,49.62,75.06,"current",25.44,256,0.0293872152818867,4.1591280653951
"2149","83 204","83",204,23,"y",5,24,-6.28333333333333,49.62,131.37,"current",81.75,257,0.0176183099989832,3.40625
"2150","83 205","83",205,23,"y",5,6.11666666666667,6.11666666666667,52.96,65.06,"current",12.1,256,0.0146102587216662,1.97820163487738
"2151","83 205","83",205,23,"y",5,24,-6.28333333333333,52.96,129.5,"current",76.54,257,0.0161800746660678,3.18916666666667
"2152","69 240","69",240,23,"y",5,6.11666666666667,6.11666666666667,42.43,56.04,"current",13.61,256,0.0197534215008917,2.22506811989101
"2153","69 240","69",240,23,"y",5,24,-6.28333333333333,42.43,122.49,"current",80.06,257,0.0191844834531685,3.33583333333333
"2154","73 241","73",241,23,"y",5,6.11666666666667,6.11666666666667,44.64,63.69,"current",19.05,256,0.0252338522544096,3.11444141689373
"2155","73 241","73",241,23,"y",5,24,-6.28333333333333,44.64,142.15,"current",97.51,257,0.0209592782540391,4.06291666666667
"2156","73 242","73",242,23,"y",5,6.11666666666667,6.11666666666667,43.1,58.93,"current",15.83,256,0.0222113085996323,2.58801089918256
"2157","73 242","73",242,23,"y",5,24,-6.28333333333333,43.1,135.13,"current",92.03,257,0.0206781044418505,3.83458333333333
"2158","74 218","74",218,29,"y",5,6.13333333333333,6.13333333333333,47.12,72.39,"current",25.27,256,0.0304032545950114,4.12010869565217
"2159","74 218","74",218,29,"y",5,24,-6.38333333333333,47.12,157.39,"current",110.27,257,0.0218238272331697,4.59458333333333
"2160","74 219","74",219,29,"y",5,6.13333333333333,6.13333333333333,35.36,48.12,"current",12.76,256,0.0218173960315389,2.0804347826087
"2161","74 219","74",219,29,"y",5,24,-6.38333333333333,35.36,137.03,"current",101.67,257,0.0245126417244089,4.23625
"2162","74 220","74",220,29,"y",5,6.13333333333333,6.13333333333333,52.63,77.84,"current",25.21,256,0.0277124115070138,4.11032608695652
"2163","74 220","74",220,29,"y",5,24,-6.38333333333333,52.63,146.58,"current",93.95,257,0.0185350561391585,3.91458333333333
"2164","74 221","74",221,29,"y",5,6.13333333333333,6.13333333333333,29.87,53.95,"current",24.08,256,0.0418624282198045,3.92608695652174
"2165","74 221","74",221,29,"y",5,24,-6.38333333333333,29.87,134.6,"current",104.73,257,0.0272420765534929,4.36375
"2166","74 222","74",222,29,"y",5,6.13333333333333,6.13333333333333,43.27,62.69,"current",19.42,256,0.0262518545609078,3.16630434782609
"2167","74 222","74",222,29,"y",5,24,-6.38333333333333,43.27,146.76,"current",103.49,257,0.0221008669952161,4.31208333333333
"2168","75 223","75",223,29,"y",5,6.13333333333333,6.13333333333333,31.27,47.73,"current",16.46,256,0.0299451445309746,2.68369565217391
"2169","75 223","75",223,29,"y",5,24,-6.38333333333333,31.27,107.93,"current",76.66,257,0.0224172623257371,3.19416666666667
"2170","75 224","75",224,29,"y",5,6.13333333333333,6.13333333333333,35.05,51.9,"current",16.85,256,0.027795543838986,2.74728260869565
"2171","75 224","75",224,29,"y",5,24,-6.38333333333333,35.05,133.34,"current",98.29,257,0.0241780178536195,4.09541666666667
"2172","77 225","77",225,29,"y",5,6.13333333333333,6.13333333333333,45.89,64.86,"current",18.97,256,0.0244987315177654,3.0929347826087
"2173","77 225","77",225,29,"y",5,24,-6.38333333333333,45.89,153.33,"current",107.44,257,0.0218295449158433,4.47666666666667
"2174","78 226","78",226,29,"y",5,6.13333333333333,6.13333333333333,47.79,75.92,"current",28.13,256,0.0327748644943113,4.58641304347826
"2175","78 226","78",226,29,"y",5,24,-6.38333333333333,47.79,175.72,"current",127.93,257,0.023561840169687,5.33041666666667
"2176","79 227","79",227,29,"y",5,6.13333333333333,6.13333333333333,41.76,62.23,"current",20.47,256,0.0282455398353693,3.3375
"2177","79 227","79",227,29,"y",5,24,-6.38333333333333,41.76,167.88,"current",126.12,257,0.0251766029393853,5.255
"2178","80 228","80",228,29,"y",5,6.13333333333333,6.13333333333333,48.62,70.72,"current",22.1,256,0.0265316245920162,3.60326086956522
"2179","80 228","80",228,29,"y",5,24,-6.38333333333333,48.62,166.53,"current",117.91,257,0.0222782303143419,4.91291666666667
"2180","80 229","80",229,29,"y",5,6.13333333333333,6.13333333333333,50.08,81.17,"current",31.09,256,0.0341953085485976,5.06902173913044
"2181","80 229","80",229,29,"y",5,24,-6.38333333333333,50.08,160.8,"current",110.72,257,0.0211092385087525,4.61333333333333
"2182","79 134","79",134,11,"y",5,6.25,6.25,40.76,41.14,"current",0.380000000000003,256,0.000644817923890635,0.0608000000000004
"2183","79 134","79",134,11,"y",5,24,-6.55,40.76,56.56,"current",15.8,257,0.0059281343939356,0.658333333333334
"2184","79 135","79",135,11,"y",5,6.25,6.25,45.65,48.65,"current",3,256,0.00442273003744848,0.48
"2185","79 135","79",135,11,"y",5,24,-6.55,45.65,57.51,"current",11.86,257,0.00417927440530864,0.494166666666667
"2186","81 136","81",136,11,"y",5,6.25,6.25,43.65,48.24,"current",4.59,256,0.00694768817448104,0.7344
"2187","81 136","81",136,11,"y",5,24,-6.55,43.65,59.09,"current",15.44,257,0.00548040591408659,0.643333333333334
"2188","81 137","81",137,11,"y",5,24,-6.55,38.36,44.24,"current",5.88,257,0.00258068832491733,0.245
"2189","81 138","81",138,11,"y",5,6.25,6.25,56.89,59.05,"current",2.16,256,0.00258943490908194,0.345599999999999
"2190","81 138","81",138,11,"y",5,24,-6.55,56.89,71.46,"current",14.57,257,0.00412612825411041,0.607083333333333
"2191","82 139","82",139,11,"y",5,6.25,6.25,45.45,48.13,"current",2.68,256,0.00398111585909955,0.4288
"2192","82 139","82",139,11,"y",5,24,-6.55,45.45,60.72,"current",15.27,257,0.00524157813872656,0.63625
"2193","82 140","82",140,11,"y",5,6.25,6.25,44.25,47.65,"current",3.4,256,0.00514394079048014,0.544
"2194","82 140","82",140,11,"y",5,24,-6.55,44.25,58.66,"current",14.41,257,0.00510119931711204,0.600416666666666
"2195","82 141","82",141,11,"y",5,24,-6.55,56.77,64.32,"current",7.54999999999999,257,0.00225946422979092,0.314583333333333
"2196","82 142","82",142,11,"y",5,6.25,6.25,61.45,67.33,"current",5.88,256,0.00634987635927562,0.940799999999999
"2197","82 142","82",142,11,"y",5,24,-6.55,61.45,80.27,"current",18.82,257,0.00483464065642916,0.784166666666666
"2198","83 143","83",143,11,"y",5,6.25,6.25,39.51,47.54,"current",8.03,256,0.0128563436337144,1.2848
"2199","83 143","83",143,11,"y",5,24,-6.55,39.51,55.42,"current",15.91,257,0.00612331215686528,0.662916666666667
"2200","83 144","83",144,11,"y",5,24,-6.55,46.06,53.89,"current",7.83,257,0.00284101041532554,0.32625
"2201","83 145","83",145,11,"y",5,6.25,6.25,51.37,61.29,"current",9.92,256,0.0122688089004437,1.5872
"2202","83 145","83",145,11,"y",5,24,-6.55,51.37,69.07,"current",17.7,257,0.00535749542840873,0.7375
"2203","66 173","66",173,17,"y",5,6.4,6.4,35.54,46.66,"current",11.12,256,0.0184730173419455,1.7375
"2204","66 173","66",173,17,"y",5,24,-6.61666666666667,35.54,61.33,"current",25.79,257,0.00987314755075876,1.07458333333333
"2205","66 174","66",174,17,"y",5,6.4,6.4,37.81,52.98,"current",15.17,256,0.0228914494685432,2.3703125
"2206","66 174","66",174,17,"y",5,24,-6.61666666666667,37.81,75.75,"current",37.94,257,0.012573998325492,1.58083333333333
"2207","66 175","66",175,17,"y",5,6.4,6.4,54.88,72.22,"current",17.34,256,0.0186317783425176,2.709375
"2208","66 175","66",175,17,"y",5,24,-6.61666666666667,54.88,97.63,"current",42.75,257,0.0104237161088462,1.78125
"2209","66 176","66",176,17,"y",5,6.4,6.4,46.92,68.45,"current",21.53,256,0.0256274139103933,3.3640625
"2210","66 176","66",176,17,"y",5,24,-6.61666666666667,46.92,98.54,"current",51.62,257,0.0134272731039749,2.15083333333333
"2211","66 177","66",177,17,"y",5,6.4,6.4,48.88,58.95,"current",10.07,256,0.0127113456557203,1.5734375
"2212","66 177","66",177,17,"y",5,24,-6.61666666666667,48.88,92.34,"current",43.46,257,0.0115107780408594,1.81083333333333
"2213","67 178","67",178,17,"y",5,6.4,6.4,54.02,62.42,"current",8.4,256,0.00980768507466902,1.3125
"2214","67 178","67",178,17,"y",5,24,-6.61666666666667,54.02,88.52,"current",34.5,257,0.00893695105849117,1.4375
"2215","67 179","67",179,17,"y",5,6.4,6.4,35.01,48.03,"current",13.02,256,0.0214563243553015,2.034375
"2216","67 179","67",179,17,"y",5,24,-6.61666666666667,35.01,73.95,"current",38.94,257,0.0135310861486616,1.6225
"2217","67 180","67",180,17,"y",5,6.4,6.4,56.7,67.76,"current",11.06,256,0.0120922403796475,1.728125
"2218","67 180","67",180,17,"y",5,24,-6.61666666666667,56.7,100.42,"current",43.72,257,0.0103432149227259,1.82166666666667
"2219","67 181","67",181,17,"y",5,6.4,6.4,59.72,71.7,"current",11.98,256,0.0124061494710644,1.871875
"2220","67 181","67",181,17,"y",5,24,-6.61666666666667,59.72,102.51,"current",42.79,257,0.00977693476939323,1.78291666666667
"2221","67 182","67",182,17,"y",5,6.4,6.4,51.35,64.44,"current",13.09,256,0.0154086068459193,2.0453125
"2222","67 182","67",182,17,"y",5,24,-6.61666666666667,51.35,93.43,"current",42.08,257,0.0108310792047647,1.75333333333333
"2223","67 183","67",183,17,"y",5,6.4,6.4,40.72,49.3,"current",8.58,256,0.0129748671794574,1.340625
"2224","67 183","67",183,17,"y",5,24,-6.61666666666667,40.72,80.25,"current",39.53,257,0.0122765529895086,1.64708333333333
"2225","67 184","67",184,17,"y",5,6.4,6.4,39.95,45.53,"current",5.58,256,0.00887201041534058,0.871875
"2226","67 184","67",184,17,"y",5,24,-6.61666666666667,39.95,71.08,"current",31.13,257,0.0104262764784689,1.29708333333333
"2227","69 243","69",243,23,"y",5,6.13333333333333,6.13333333333333,32.69,42,"current",9.31,256,0.0177447342093801,1.5179347826087
"2228","69 243","69",243,23,"y",5,24,-6.4,32.69,107.68,"current",74.99,257,0.0215716719291472,3.12458333333333
"2229","72 244","72",244,23,"y",5,6.13333333333333,6.13333333333333,38.31,55.13,"current",16.82,256,0.0257732348635094,2.74239130434783
"2230","72 244","72",244,23,"y",5,24,-6.4,38.31,128.71,"current",90.4,257,0.0219291724302243,3.76666666666667
"2231","73 245","73",245,23,"y",5,6.13333333333333,6.13333333333333,44.86,62.49,"current",17.63,256,0.0234703133837705,2.87445652173913
"2232","73 245","73",245,23,"y",5,24,-6.4,44.86,136.11,"current",91.25,257,0.0200846151974471,3.80208333333333
"2233","63 264","63",264,23,"y",5,6.13333333333333,6.13333333333333,50.1,62.87,"current",12.77,256,0.0160770219265666,2.0820652173913
"2234","63 264","63",264,23,"y",5,24,-6.4,50.1,135.89,"current",85.79,257,0.0180562405322467,3.57458333333333
